slug,outcome,analysis_outcome,label,category,category_label,family,data_frequency,panel_path,output_dir,figure_path,hybrid_excluded,cluster_var,reference_event_time,status,note,analysis_sample,n_panel_rows,n_observations,n_municipalities,n_municipalities_with_nonmissing_outcome,n_treated_municipalities,n_never_treated_municipalities,sample_year_min,sample_year_max,hybrid_municipalities_excluded,duplicate_unit_period_rows,event_time_step,analysis_period_note,event_time0_estimate,post_mean_event_1_8_ref0,post_abs_mean_event_1_8_ref0,n_pre_estimates,max_abs_pretrend_t,n_pre_p05,pretrend_label,n_post_estimates,pretrend_rank,post_abs_rank_value,why_tested,source_note,source_urls,measurement_variant,plot_path_absolute,output_dir_absolute,panel_path_absolute
ideb_municipal_ef_initial_ideb,ideb_municipal_ef_initial_ideb,ideb_municipal_ef_initial_ideb,Municipal Ef Initial Ideb,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_ideb,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_ideb_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_ideb.parquet,80740,28726,4037,3910,2697,1213,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.0592238118454205,0.0327339031158975,0.0327339031158975,4,4.951311433508788,4,fail,4,3,0.0327339031158975,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_ideb_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_ideb,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
log_municipal_child_enrollment,log1p_enrollment_municipal_child_regular_total,log1p_enrollment_municipal_child_regular_total,"Regular child enrollment, municipal schools",adult_eja,Adult education / EJA outcomes,child_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/log_municipal_child_enrollment,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_municipal_child_enrollment_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_municipal_child_enrollment.parquet,84777,56518,4037,4037,2792,1245,2007,2020,1534,0,1,,-0.0153087510708294,-0.0297539605290479,0.0297539605290479,8,5.936859155059568,8,fail,8,3,0.0297539605290479,"Adult education and EJA outcomes are direct mechanism screens for whether BVR-induced education-record updating or administrative outreach coincided with adult schooling demand, staffing, or EJA spending.",Base dos Dados INEP Sinopse/Censo Escolar EJA tables and SICONFI education subfunction spending.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942; https://basedosdados.org/dataset/5a3dec52-8740-460e-b31d-0e0347979da0,log level,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_municipal_child_enrollment_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/log_municipal_child_enrollment,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet
ideb_publica_ef_initial_nota_saeb_media_padronizada,ideb_publica_ef_initial_nota_saeb_media_padronizada,ideb_publica_ef_initial_nota_saeb_media_padronizada,Publica Ef Initial Nota Media Padronizada,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_nota_saeb_media_padronizada,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_nota_saeb_media_padronizada_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_nota_saeb_media_padronizada.parquet,80740,26874,4037,4021,2777,1244,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.0327817870075851,-0.0287849575630794,0.0287849575630794,4,3.774520256112196,2,fail,4,3,0.0287849575630794,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_nota_saeb_media_padronizada_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_nota_saeb_media_padronizada,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_ind_publica_had_ef,inep_ind_publica_had_ef,inep_ind_publica_had_ef,Publica Had Ef,education,Education outcomes,school_inputs,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/school_inputs/inep_ind_publica_had_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_had_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_had_ef.parquet,84777,44384,4037,4036,2792,1244,2010,2020,1534,0,1,,0.0630315992822402,-0.0253063178718232,0.0253063178718232,7,10.721606029610609,7,fail,8,3,0.0253063178718232,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_had_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/school_inputs/inep_ind_publica_had_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
ideb_municipal_ef_initial_indicador_rendimento,ideb_municipal_ef_initial_indicador_rendimento,ideb_municipal_ef_initial_indicador_rendimento,Municipal Ef Initial Indicador Rendimento,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_indicador_rendimento,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_indicador_rendimento_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_indicador_rendimento.parquet,80740,29175,4037,3913,2699,1214,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.0093941747660273,0.023381741975402,0.023381741975402,4,7.825146287199741,3,fail,4,3,0.023381741975402,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_indicador_rendimento_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_indicador_rendimento,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
sinasc_all_multiple_pregnancy_share_known_pp,sinasc_all_multiple_pregnancy_share_known_pp,sinasc_all_multiple_pregnancy_share_known_pp,Multiple pregnancy share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_multiple_pregnancy_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_multiple_pregnancy_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_multiple_pregnancy_share_known_pp.parquet,84777,84609,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.02840675032112,-0.0229697849125745,0.0229697849125745,8,3.628123545074218,1,fail,8,3,0.0229697849125745,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_multiple_pregnancy_share_known_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_multiple_pregnancy_share_known_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
log_public_child_enrollment,log1p_enrollment_public_child_regular_total,log1p_enrollment_public_child_regular_total,"Regular child enrollment, public schools",adult_eja,Adult education / EJA outcomes,child_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/log_public_child_enrollment,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_public_child_enrollment_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_public_child_enrollment.parquet,84777,56518,4037,4037,2792,1245,2007,2020,1534,0,1,,-0.0215874381738025,-0.0223288246473459,0.0223288246473459,8,8.457018217741204,8,fail,8,3,0.0223288246473459,"Adult education and EJA outcomes are direct mechanism screens for whether BVR-induced education-record updating or administrative outreach coincided with adult schooling demand, staffing, or EJA spending.",Base dos Dados INEP Sinopse/Censo Escolar EJA tables and SICONFI education subfunction spending.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942; https://basedosdados.org/dataset/5a3dec52-8740-460e-b31d-0e0347979da0,log level,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/log_public_child_enrollment_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_enrollment/log_public_child_enrollment,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet
ideb_publica_ef_initial_indicador_rendimento,ideb_publica_ef_initial_indicador_rendimento,ideb_publica_ef_initial_indicador_rendimento,Publica Ef Initial Indicador Rendimento,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_indicador_rendimento,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_indicador_rendimento_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_indicador_rendimento.parquet,80740,27433,4037,4030,2786,1244,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.0107295679535719,0.0213053459445952,0.0213053459445952,4,8.053184821658968,3,fail,4,3,0.0213053459445952,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_publica_ef_initial_indicador_rendimento_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_publica_ef_initial_indicador_rendimento,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
public_municipal_transport_share,school_access_public_municipal_transport_enrollment_share_pp,bjs_public_municipal_transport_share,Public-school students with municipal-responsibility transport,school_access_transport,School access / transport,transport_access,annual,data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/transport_access/public_municipal_transport_share,resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_municipal_transport_share_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,Original panel column is in percentage points; BJS sample divides by 100 to keep shares in 0-1 units.,data/interim/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_municipal_transport_share.parquet,84777,52447,4037,4036,2792,1244,2008,2020,1534,0,1,,0.0232078010680092,0.0213007720359843,0.0213007720359843,8,12.982139863688452,8,fail,8,3,0.0213007720359843,"School access and transport outcomes test concrete access/burden margins in public services, especially rural residence, cross-municipality attendance, and school transport arrangements.",Base dos Dados INEP school census/school access fields assembled in the repository panel.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_municipal_transport_share_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/transport_access/public_municipal_transport_share,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet
sinasc_highedu_very_preterm_share_known_pp,sinasc_highedu_very_preterm_share_known_pp,sinasc_highedu_very_preterm_share_known_pp,Very-preterm birth share: High education proxy,birth_health,Birth and health outcomes,sinasc_highedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_very_preterm_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_very_preterm_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_very_preterm_share_known_pp.parquet,84777,84578,4037,4036,2792,1244,2000,2020,1534,0,1,,0.0370208630493582,0.0206768643092905,0.0206768643092905,8,2.924404427255362,3,fail,8,3,0.0206768643092905,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_very_preterm_share_known_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_very_preterm_share_known_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
sinasc_all_high_birthweight_share_total_pp,sinasc_all_high_birthweight_share_total_pp,sinasc_all_high_birthweight_share_total_pp,High-birthweight share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_high_birthweight_share_total_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_high_birthweight_share_total_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_high_birthweight_share_total_pp.parquet,84777,84609,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.0675214330159905,0.0203626535384856,0.0203626535384856,8,3.643463365040262,2,fail,8,3,0.0203626535384856,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_high_birthweight_share_total_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_high_birthweight_share_total_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
public_public_transport_share,school_access_public_public_transport_enrollment_share_pp,bjs_public_public_transport_share,Public-school students using public school transport,school_access_transport,School access / transport,transport_access,annual,data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/transport_access/public_public_transport_share,resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_public_transport_share_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,Original panel column is in percentage points; BJS sample divides by 100 to keep shares in 0-1 units.,data/interim/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_public_transport_share.parquet,84777,52447,4037,4036,2792,1244,2008,2020,1534,0,1,,0.0114363458382042,0.0198092467586283,0.0198092467586283,8,6.634027384448324,8,fail,8,3,0.0198092467586283,"School access and transport outcomes test concrete access/burden margins in public services, especially rural residence, cross-municipality attendance, and school transport arrangements.",Base dos Dados INEP school census/school access fields assembled in the repository panel.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/public_public_transport_share_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/transport_access/public_public_transport_share,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet
municipal_public_transport_share,school_access_municipal_public_transport_enrollment_share_pp,bjs_municipal_public_transport_share,Municipal-school students using public transport,school_access_transport,School access / transport,municipal_school_access,annual,data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_school_access/municipal_public_transport_share,resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_public_transport_share_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,Original panel column is in percentage points; BJS sample divides by 100 to keep shares in 0-1 units.,data/interim/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_public_transport_share.parquet,84777,52365,4037,4034,2790,1244,2008,2020,1534,0,1,,0.0103842030674783,0.0191143914740365,0.0191143914740365,8,6.217175786597902,8,fail,8,3,0.0191143914740365,"School access and transport outcomes test concrete access/burden margins in public services, especially rural residence, cross-municipality attendance, and school transport arrangements.",Base dos Dados INEP school census/school access fields assembled in the repository panel.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_public_transport_share_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_school_access/municipal_public_transport_share,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet
municipal_municipal_transport_share,school_access_municipal_municipal_transport_enrollment_share_pp,bjs_municipal_municipal_transport_share,Municipal-school students with municipal-responsibility transport,school_access_transport,School access / transport,municipal_school_access,annual,data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_school_access/municipal_municipal_transport_share,resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_municipal_transport_share_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,Original panel column is in percentage points; BJS sample divides by 100 to keep shares in 0-1 units.,data/interim/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_municipal_transport_share.parquet,84777,52365,4037,4034,2790,1244,2008,2020,1534,0,1,,0.0126879171555596,0.0186007615448587,0.0186007615448587,8,6.175686165232028,8,fail,8,3,0.0186007615448587,"School access and transport outcomes test concrete access/burden margins in public services, especially rural residence, cross-municipality attendance, and school transport arrangements.",Base dos Dados INEP school census/school access fields assembled in the repository panel.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_municipal_transport_share_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/school_access_transport/annual/municipal_school_access/municipal_municipal_transport_share,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_school_access_bvr_panel_2000_2020.parquet
inep_ind_publica_atu_ef,inep_ind_publica_atu_ef,inep_ind_publica_atu_ef,Publica Atu Ef,education,Education outcomes,school_inputs,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/school_inputs/inep_ind_publica_atu_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_atu_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_atu_ef.parquet,84777,56478,4037,4036,2792,1244,2007,2020,1534,0,1,,0.3564403769202842,0.017059425812201,0.017059425812201,8,7.656929395543019,6,fail,8,3,0.017059425812201,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_atu_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/school_inputs/inep_ind_publica_atu_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
